station,evid,pickTime
HDNS,122724,2018-07-15 18:39:34.408
HDNS,122728,2018-07-16 01:08:55.624
HDNS,122730,2018-07-16 06:30:42.495
HDNS,122737,2018-07-16 20:33:24.158
HDNS,122745,2018-07-17 13:00:07.369
HDNS,122746,2018-07-17 17:39:21.186
HDNS,122751,2018-07-18 21:24:35.054
HDNS,122752,2018-07-18 21:24:58.807
HDNS,122754,2018-07-19 01:28:05.184
HDNS,122758,2018-07-20 01:10:38.550
HDNS,122762,2018-07-20 16:58:27.449
HDNS,122767,2018-07-21 01:58:39.851
HDNS,122778,2018-07-22 06:41:31.708
HDNS,122780,2018-07-22 07:21:13.216
HDNS,122781,2018-07-22 08:08:30.875
HDNS,122782,2018-07-22 15:33:34.124
HDNS,122783,2018-07-22 19:34:35.381
HDNS,122788,2018-07-24 08:13:17.099
HDNS,122791,2018-07-24 18:36:25.343
HDNS,122793,2018-07-24 21:39:15.677
HDNS,122795,2018-07-25 04:56:14.047
HDNS,122799,2018-07-25 10:52:10.370
HDNS,122800,2018-07-25 10:54:25.358
HDNS,122801,2018-07-25 13:42:45.736
HDNS,122802,2018-07-26 00:41:47.298
HDNS,122803,2018-07-26 01:39:09.589
HDNS,122804,2018-07-26 01:39:52.927
HDNS,122808,2018-07-26 17:17:16.501
HDNS,122809,2018-07-26 17:52:34.783
HDNS,122810,2018-07-26 18:30:54.491
HDNS,122813,2018-07-27 10:05:07.259
HDNS,122815,2018-07-27 10:12:10.281
HDNS,122816,2018-07-27 10:35:57.202
HDNS,122818,2018-07-27 12:58:39.118
HDNS,122819,2018-07-27 13:38:09.883
HDNS,122822,2018-07-28 00:02:39.018
HDNS,122823,2018-07-28 00:14:45.065
HDNS,122824,2018-07-28 01:53:44.115
HDNS,122825,2018-07-28 03:24:05.622
HDNS,122826,2018-07-28 03:25:05.022
HDNS,122836,2018-07-28 15:49:01.880
HDNS,122837,2018-07-28 19:03:56.119
HDNS,122839,2018-07-28 22:32:29.830
HDNS,122840,2018-07-28 23:07:20.479
HDNS,122841,2018-07-28 23:10:21.407
HDNS,122842,2018-07-28 23:38:49.684
HDNS,122843,2018-07-28 23:49:43.326
HDNS,122844,2018-07-28 23:52:37.663
HDNS,122846,2018-07-29 00:27:04.246
HDNS,122851,2018-07-29 09:07:04.859
HDNS,122854,2018-07-29 10:32:15.164
HDNS,122862,2018-07-29 15:25:00.848
HDNS,122863,2018-07-29 16:16:15.189
HDNS,122867,2018-07-30 02:59:55.781
HDNS,122868,2018-07-30 03:59:05.344
HDNS,122869,2018-07-30 07:11:46.669
HDNS,122871,2018-07-30 11:42:36.553
HDNS,122872,2018-07-30 12:39:42.600
HDNS,122877,2018-07-30 20:58:58.328
HDNS,122879,2018-07-31 00:43:03.063
HDNS,122880,2018-07-31 01:22:17.074
HDNS,122881,2018-07-31 01:30:55.625
HDNS,122883,2018-07-31 10:51:12.101
HDNS,122884,2018-07-31 11:39:15.880
HDNS,122887,2018-07-31 16:45:43.229
HDNS,122888,2018-07-31 16:45:21.621
HDNS,122896,2018-08-01 03:17:48.119
HDNS,122897,2018-08-01 03:17:55.321
HDNS,122898,2018-08-01 05:59:46.208
HDNS,122900,2018-08-01 09:40:43.284
HDNS,122901,2018-08-01 09:48:26.094
HDNS,122903,2018-08-01 14:32:44.030
HDNS,122905,2018-08-02 01:49:06.836
HDNS,122911,2018-08-02 21:32:46.728
HDNS,122913,2018-08-03 00:10:42.833
HDNS,122918,2018-08-04 00:18:12.674
HDNS,122920,2018-08-04 03:06:31.751
HDNS,122921,2018-08-04 03:07:16.744
HDNS,122922,2018-08-04 06:48:12.505
HDNS,122924,2018-08-04 08:21:34.202
HDNS,122926,2018-08-04 15:10:30.421
HDNS,122934,2018-08-05 01:33:08.913
HDNS,122941,2018-08-06 21:34:55.722
HDNS,122952,2018-08-08 04:48:06.813
HDNS,122953,2018-08-08 10:41:50.238
HDNS,122954,2018-08-08 21:09:22.132
HDNS,122955,2018-08-08 22:10:34.459
HDNS,122956,2018-08-08 23:21:15.611
HDNS,122957,2018-08-08 23:33:53.152
HDNS,122961,2018-08-10 12:40:19.349
HDNS,122962,2018-08-10 14:40:54.292
HDNS,122965,2018-08-10 22:35:15.960
HDNS,122973,2018-08-12 00:31:20.013
HDNS,122974,2018-08-12 17:41:51.762
HDNS,122978,2018-08-13 05:24:02.746
HDNS,122987,2018-08-17 02:40:59.808
HDNS,122989,2018-08-17 07:53:14.573
HDNS,122990,2018-08-17 13:09:39.937
HDNS,122995,2018-08-18 22:59:14.129
HDNS,122996,2018-08-18 23:42:28.943
HDNS,122998,2018-08-20 01:15:17.839
HDNS,123002,2018-08-20 19:48:01.615
HDNS,123003,2018-08-21 15:16:03.903
HDNS,123007,2018-08-22 22:55:04.541
HDNS,123008,2018-08-22 22:58:50.409
HDNS,123014,2018-08-23 20:54:34.515
HDNS,123015,2018-08-24 02:53:22.218
HDNS,123016,2018-08-24 05:24:31.059
HDNS,123018,2018-08-24 10:05:39.019
HDNS,123022,2018-08-25 04:37:20.461
HDNS,123024,2018-08-25 18:12:47.819
HDNS,123025,2018-08-25 21:32:54.209
HDNS,123026,2018-08-25 23:52:49.362
HDNS,123039,2018-09-01 04:35:28.275
HDNS,123056,2018-09-05 19:18:58.670
HDNS,123057,2018-09-05 21:53:19.538
HDNS,123060,2018-09-08 01:57:56.711
HDNS,123078,2018-09-18 02:52:02.756
HDNS,123079,2018-09-18 04:32:57.348
HDNS,123091,2018-09-23 04:40:22.641
HDNS,123093,2018-09-23 15:04:01.093
HDNS,123099,2018-09-24 08:00:04.633
HDNS,123116,2018-09-29 02:20:16.300
HDNS,123117,2018-09-29 02:53:09.335
HDNS,123118,2018-09-29 13:36:07.672
HDNS,123128,2018-10-02 02:44:30.697
HDNS,123129,2018-10-02 04:47:59.604
HDNS,123144,2018-10-06 12:29:16.311
HDNS,123151,2018-10-08 20:01:16.818
HDNS,123169,2018-10-12 07:45:16.610
HDNS,123200,2018-10-25 01:34:27.063
HDNS,123206,2018-10-28 01:18:51.801
HDNS,123207,2018-10-28 02:23:32.863
HDNS,123217,2018-11-01 15:02:10.164
HDNS,123231,2018-11-04 15:06:27.244
HDNS,123234,2018-11-05 22:16:21.148
HDNS,123235,2018-11-06 22:33:35.933
HDNS,123257,2018-11-13 00:56:32.548
HDNS,123258,2018-11-13 16:54:23.303
HDNS,123262,2018-11-16 15:22:43.037
HDNS,123263,2018-11-16 18:59:23.347
HDNS,123269,2018-11-21 08:53:37.562
HDNS,123270,2018-11-21 20:30:16.341
HDNS,123272,2018-11-22 09:27:33.396
HDNS,123279,2018-11-23 11:34:15.620
HDNS,123286,2018-11-25 23:36:35.262
HDNS,123309,2018-12-14 14:06:03.136
HDNS,123319,2018-12-23 11:38:51.262
HDNS,123325,2018-12-26 00:53:59.422
HDNS,123333,2018-12-26 20:18:35.040
HDNS,123341,2018-12-31 19:11:03.478
HDNS,123342,2019-01-01 21:08:32.571
HDNS,123349,2019-01-08 00:49:47.686
HDNS,123356,2019-01-16 03:34:27.121
HDNS,123370,2019-01-23 05:34:02.997
HDNS,123377,2019-01-27 05:04:24.403
HDNS,123385,2019-01-31 11:43:25.582
HDNS,123388,2019-02-02 12:03:57.599
HDNS,123390,2019-02-04 00:59:55.113
HDNS,123394,2019-02-06 04:35:54.033
HDNS,123400,2019-02-08 06:19:25.559
HDNS,123433,2019-03-07 20:53:11.695
HDNS,123438,2019-03-12 23:52:59.999
HDNS,123446,2019-03-19 01:31:50.766
HDNS,123448,2019-03-19 05:56:01.901
HDNS,123451,2019-03-20 14:55:34.584
HDNS,123455,2019-03-25 20:34:49.370
HDNS,123465,2019-03-29 20:18:15.839
HDNS,123467,2019-04-01 01:26:59.376
HDNS,123471,2019-04-04 12:26:14.721
HDNS,123482,2019-04-15 17:00:19.944
HDNS,123522,2019-05-07 08:58:52.004
HDNS,123535,2019-05-15 17:37:42.514
HDNS,123541,2019-05-17 02:15:52.048
HDNS,123549,2019-05-19 14:47:42.228
HDNS,123551,2019-05-20 00:23:05.113
HDNS,123571,2019-05-28 10:05:00.861
HDNS,123613,2019-06-15 10:06:56.362
HDNS,123635,2019-06-23 20:07:44.420
HDNS,123663,2019-07-01 19:34:57.590
HDNS,123686,2019-07-16 16:45:02.921
HDNS,123703,2019-07-23 01:03:07.934
HDNS,123713,2019-08-02 16:33:39.490
HDNS,123714,2019-08-03 00:26:03.292
HDNS,123721,2019-08-06 23:43:16.194
HDNS,123737,2019-08-21 23:45:01.751
HDNS,123752,2019-09-01 22:04:09.242
HDNS,123768,2019-09-14 16:27:10.011
HDNS,123793,2019-10-01 16:39:09.595
HDNS,123800,2019-10-04 03:31:23.856
HDNS,123806,2019-10-06 05:15:05.993
HDNS,123816,2019-10-10 18:53:42.659
HDNS,123832,2019-10-15 19:16:04.680
HDNS,123835,2019-10-17 21:28:56.191
HDNS,123837,2019-10-18 14:12:30.057
HDNS,123862,2019-11-01 00:55:15.326
HDNS,123863,2019-11-01 18:40:45.565
HDNS,123865,2019-11-02 04:13:56.402
HDNS,123867,2019-11-02 14:07:14.576
HDNS,123874,2019-11-04 08:55:50.233
HDNS,123887,2019-11-07 15:29:06.044
HDNS,123893,2019-11-10 20:15:38.106
HDNS,123902,2019-11-13 19:41:51.559
HDNS,123925,2019-11-23 15:44:55.661
HDNS,123926,2019-11-23 15:56:01.040
HDNS,123927,2019-11-23 19:21:22.891
HDNS,123958,2019-12-01 13:20:19.468
HDNS,123959,2019-12-01 18:56:06.338
HDNS,123981,2019-12-09 23:05:46.090
HDNS,123987,2019-12-10 18:07:16.854
HDNS,124001,2019-12-18 20:34:37.927
HDNS,124024,2020-01-04 23:13:16.750
HDNS,124101,2020-02-09 22:33:16.024
HDNS,124121,2020-02-25 16:13:34.595
HDNS,124140,2020-03-03 17:49:49.400
HDNS,124161,2020-03-15 12:14:37.890
HDNS,124349,2020-04-25 19:25:05.278
HDNS,124374,2020-05-05 18:08:25.577
HDNS,124397,2020-05-10 10:26:41.281
HDNS,124463,2020-06-10 07:32:29.001
HDNS,124464,2020-06-10 07:32:47.051
HDNS,124465,2020-06-10 07:33:24.036
HDNS,124500,2020-06-29 14:31:22.824
HDNS,124540,2020-08-11 08:40:33.507
HDNS,124562,2020-08-26 20:34:19.137
HDNS,124570,2020-08-30 02:57:28.668
HDNS,124604,2020-09-18 00:23:54.834
HDNS,124605,2020-09-18 03:18:52.709
HDNS,124617,2020-09-22 01:27:26.610
HDNS,124618,2020-09-22 06:15:18.183
HDNS,124635,2020-10-04 11:25:13.985
HDNS,124638,2020-10-07 05:45:28.742
HDNS,124649,2020-10-10 22:21:16.211
HDNS,124660,2020-10-16 13:01:58.742
HDNS,124668,2020-10-18 12:00:11.789
HDNS,124704,2020-11-02 03:22:09.182
HDNS,124709,2020-11-03 00:32:32.042
HDNS,124728,2020-11-09 08:45:54.387
HDNS,124735,2020-11-10 18:18:55.246
HDNS,124761,2020-11-20 22:07:54.247
HDNS,124838,2020-12-19 00:50:20.578
HDNS,124902,2021-01-09 13:51:46.856
HDNS,124933,2021-01-21 17:39:50.882
HDNS,124939,2021-01-23 17:35:06.676
HDNS,124940,2021-01-23 20:04:18.750
HDNS,124952,2021-01-28 13:16:14.642
HDNS,124959,2021-02-03 23:59:15.087
HDNS,124967,2021-02-05 23:46:12.858
HDNS,124969,2021-02-06 01:52:32.198
HDNS,124975,2021-02-07 15:15:18.754
HDNS,124987,2021-02-13 03:16:15.187
HDNS,125010,2021-02-24 06:33:11.764
HDNS,125021,2021-02-27 00:08:41.043
HDNS,125022,2021-02-27 06:44:58.295
HDNS,125029,2021-03-01 01:38:42.344
HDNS,125032,2021-03-02 07:06:39.929
HDNS,125036,2021-03-02 19:35:08.889
HDNS,125082,2021-03-20 00:59:36.375
HDNS,125086,2021-03-21 01:50:35.004
HDNS,125095,2021-03-26 08:08:50.805
HDNS,125100,2021-03-27 18:30:15.420
HDNS,125111,2021-04-05 18:42:38.260
HDNS,125113,2021-04-06 00:34:05.754
HDNS,125118,2021-04-06 23:31:23.156
HDNS,125136,2021-04-13 19:54:50.094
HDNS,125203,2021-05-12 00:13:39.253
HDNS,125212,2021-05-17 15:28:53.891
HDNS,125249,2021-06-05 11:23:12.108
HDNS,125272,2021-06-11 19:22:18.013
HDNS,125279,2021-06-14 16:31:53.402
HDNS,125295,2021-06-20 11:11:11.626
HDNS,125306,2021-06-25 06:31:45.206
HDNS,125319,2021-07-02 13:28:13.735
HDNS,125354,2021-07-21 00:04:42.869
HDNS,125373,2021-08-01 23:57:51.559
HDNS,125387,2021-08-10 19:23:26.857
HDNS,125389,2021-08-13 22:32:52.574
HDNS,125425,2021-09-09 03:10:48.179
HDNS,125453,2021-09-20 19:17:34.174
HDNS,125457,2021-09-23 20:34:31.046
HDNS,125467,2021-09-25 23:02:01.197
HDNS,125471,2021-09-27 00:07:05.889
HDNS,125477,2021-09-29 14:19:01.415
HDNS,125478,2021-09-30 09:00:57.968
HDNS,125492,2021-10-04 03:19:26.362
HDNS,125497,2021-10-06 03:18:50.101
HDNS,125500,2021-10-06 21:23:24.220
HDNS,125544,2021-10-20 15:06:59.030
HDNS,125558,2021-10-24 19:19:53.295
HDNS,125638,2021-11-16 21:49:57.296
HDNS,125643,2021-11-19 00:15:21.554
HDNS,125652,2021-11-26 03:02:42.001
HDNS,125677,2021-12-08 21:32:40.051
HDNS,125684,2021-12-11 23:16:35.772
HDNS,125690,2021-12-13 14:41:05.072
HDNS,125696,2021-12-16 02:50:56.525
HDNS,125706,2021-12-18 18:26:33.851
HDNS,125721,2021-12-25 23:43:38.390
HDNS,125732,2021-12-29 15:57:44.571
HDNS,125733,2021-12-31 00:08:49.138
HDNS,125777,2022-01-14 02:58:59.728
HDNS,125814,2022-01-22 23:13:51.851
HULT,122068,2018-04-18 09:41:56.090
HULT,122147,2018-05-19 14:06:55.070
HULT,122169,2018-05-28 03:13:17.252
HULT,122180,2018-06-02 08:30:23.855
HULT,122249,2018-07-04 01:50:16.613
HULT,122250,2018-07-04 01:54:35.594
HULT,122251,2018-07-04 01:58:23.202
HULT,122252,2018-07-04 02:50:00.723
HULT,122254,2018-07-04 03:39:36.812
HULT,122255,2018-07-04 03:41:30.991
HULT,122256,2018-07-04 03:52:09.227
HULT,122257,2018-07-04 03:57:49.102
HULT,122260,2018-07-04 04:19:26.387
HULT,122270,2018-07-04 05:57:31.937
HULT,122296,2018-07-04 19:45:48.786
HULT,122300,2018-07-04 20:05:04.078
HULT,122302,2018-07-04 20:15:06.456
HULT,122306,2018-07-04 20:42:23.169
HULT,122309,2018-07-04 20:51:37.694
HULT,122311,2018-07-04 21:03:03.783
HULT,122315,2018-07-04 21:17:06.256
HULT,122321,2018-07-04 21:52:34.263
HULT,122323,2018-07-04 22:14:30.675
HULT,122326,2018-07-04 22:22:22.839
HULT,122335,2018-07-04 23:26:00.739
HULT,122343,2018-07-05 00:38:41.030
HULT,122346,2018-07-05 00:51:21.980
HULT,122364,2018-07-05 04:00:13.032
HULT,122371,2018-07-05 05:04:55.597
HULT,122375,2018-07-05 07:11:58.603
HULT,122378,2018-07-05 08:30:03.913
HULT,122382,2018-07-05 09:03:02.863
HULT,122400,2018-07-05 16:51:47.292
HULT,122408,2018-07-05 20:41:16.080
HULT,122419,2018-07-05 23:57:05.750
HULT,122426,2018-07-06 01:06:19.302
HULT,122430,2018-07-06 01:38:59.103
HULT,122483,2018-07-06 19:59:59.954
HULT,122487,2018-07-06 20:20:47.831
HULT,122492,2018-07-06 21:36:39.369
HULT,122495,2018-07-06 22:20:47.933
HULT,122508,2018-07-07 03:00:04.562
HULT,122554,2018-07-08 11:04:10.770
HULT,122555,2018-07-08 12:39:18.392
HULT,122556,2018-07-08 12:52:27.262
HULT,122557,2018-07-08 13:30:57.421
HULT,122560,2018-07-08 14:50:21.895
HULT,122563,2018-07-08 18:37:00.372
HULT,122564,2018-07-08 19:00:58.168
HULT,122571,2018-07-08 21:42:55.516
HULT,122574,2018-07-08 23:59:02.542
HULT,122575,2018-07-09 00:59:39.919
HULT,122582,2018-07-09 06:01:22.188
HULT,122597,2018-07-09 15:16:15.340
HULT,122603,2018-07-09 20:43:00.286
HULT,122632,2018-07-10 19:25:30.319
HULT,122638,2018-07-10 23:04:24.516
HULT,122644,2018-07-11 00:14:00.572
HULT,122645,2018-07-11 00:21:18.355
HULT,122665,2018-07-11 20:01:13.043
HULT,122671,2018-07-11 22:10:11.644
HULT,122677,2018-07-12 07:00:43.640
HULT,122681,2018-07-12 11:43:16.368
HULT,122687,2018-07-12 22:27:47.608
HULT,122692,2018-07-13 06:06:52.862
HULT,122699,2018-07-13 21:59:12.502
HULT,122700,2018-07-13 22:14:25.666
HULT,122704,2018-07-14 01:54:17.863
HULT,122705,2018-07-14 06:11:47.594
HULT,122712,2018-07-14 17:11:56.870
HULT,122723,2018-07-15 17:58:41.475
HULT,122737,2018-07-16 20:33:28.071
HULT,122746,2018-07-17 17:39:24.727
HULT,122749,2018-07-18 15:24:17.897
HULT,122751,2018-07-18 21:24:38.806
HULT,122752,2018-07-18 21:25:02.543
HULT,122757,2018-07-19 07:48:05.733
HULT,122767,2018-07-21 01:58:43.738
HULT,122778,2018-07-22 06:41:35.172
HULT,122799,2018-07-25 10:52:14.126
HULT,122801,2018-07-25 13:42:49.362
HULT,122815,2018-07-27 10:12:14.054
HULT,122824,2018-07-28 01:53:47.990
HULT,122843,2018-07-28 23:49:46.924
HULT,122845,2018-07-29 00:08:03.822
HULT,122846,2018-07-29 00:27:08.207
HULT,122850,2018-07-29 08:46:51.700
HULT,122867,2018-07-30 02:59:59.693
HULT,122879,2018-07-31 00:43:06.714
HULT,122890,2018-08-01 00:49:31.216
HULT,122920,2018-08-04 03:06:35.608
HULT,122930,2018-08-05 00:44:44.147
HULT,122931,2018-08-05 00:49:21.537
HULT,122932,2018-08-05 00:53:02.066
HULT,122936,2018-08-05 03:24:10.949
HULT,122955,2018-08-08 22:10:38.211
HULT,122956,2018-08-08 23:21:19.441
HULT,123021,2018-08-24 20:44:52.664
HULT,123036,2018-08-30 23:24:15.086
HULT,123039,2018-09-01 04:35:28.992
HULT,123079,2018-09-18 04:33:00.961
HULT,123205,2018-10-27 23:35:11.036
HULT,123248,2018-11-10 16:24:13.397
HULT,123325,2018-12-26 00:54:03.429
HULT,123349,2019-01-08 00:49:51.397
HULT,123385,2019-01-31 11:43:29.391
HULT,123433,2019-03-07 20:53:08.736
HULT,123438,2019-03-12 23:53:02.751
HULT,123492,2019-04-22 21:28:37.770
HULT,123516,2019-05-05 02:08:17.484
HULT,123686,2019-07-16 16:44:59.368
HULT,123713,2019-08-02 16:33:43.211
HULT,123762,2019-09-10 20:00:52.308
HULT,123763,2019-09-10 20:06:37.864
HULT,123785,2019-09-24 00:48:37.065
HULT,123806,2019-10-06 05:15:05.168
HULT,123863,2019-11-01 18:40:49.285
HULT,124205,2020-04-02 01:12:23.730
HULT,124221,2020-04-03 09:11:55.162
HULT,124228,2020-04-04 00:30:17.764
HULT,124229,2020-04-04 00:47:17.563
HULT,124260,2020-04-05 18:28:47.079
HULT,124540,2020-08-11 08:40:32.542
HULT,124650,2020-10-12 22:28:19.108
HULT,124725,2020-11-08 23:35:56.557
HULT,124856,2020-12-25 23:08:02.755
HULT,124860,2020-12-26 21:09:45.175
HULT,125022,2021-02-27 06:45:01.950
HULT,125066,2021-03-13 03:06:25.812
HULT,125115,2021-04-06 05:49:53.940
HULT,125272,2021-06-11 19:22:14.984
HULT,125283,2021-06-17 00:15:32.830
HULT,125297,2021-06-21 00:59:28.682
HULT,125467,2021-09-25 23:02:04.761
KDZV,122978,2018-08-13 05:24:06.793
KDZV,122981,2018-08-13 17:50:28.842
KDZV,122987,2018-08-17 02:41:03.668
KDZV,122989,2018-08-17 07:53:18.310
KDZV,122990,2018-08-17 13:09:43.657
KDZV,122998,2018-08-20 01:15:21.654
KDZV,123003,2018-08-21 15:16:07.632
KDZV,123007,2018-08-22 22:55:08.404
KDZV,123014,2018-08-23 20:54:38.375
KDZV,123018,2018-08-24 10:05:42.827
KDZV,123021,2018-08-24 20:44:52.828
KDZV,123024,2018-08-25 18:12:51.669
KDZV,123025,2018-08-25 21:32:58.088
KDZV,123026,2018-08-25 23:52:53.341
KDZV,123036,2018-08-30 23:24:14.878
KDZV,123039,2018-09-01 04:35:28.787
KDZV,123042,2018-09-03 03:15:49.832
KDZV,123054,2018-09-05 17:28:04.600
KDZV,123056,2018-09-05 19:19:02.715
KDZV,123067,2018-09-13 01:45:17.711
KDZV,123072,2018-09-14 22:54:33.856
KDZV,123078,2018-09-18 02:52:06.367
KDZV,123079,2018-09-18 04:33:01.061
KDZV,123084,2018-09-19 04:42:41.173
KDZV,123091,2018-09-23 04:40:26.568
KDZV,123112,2018-09-27 21:46:26.953
KDZV,123118,2018-09-29 13:36:11.559
KDZV,123132,2018-10-03 16:35:33.764
KDZV,123144,2018-10-06 12:29:20.361
KDZV,123151,2018-10-08 20:01:17.207
KDZV,123152,2018-10-09 03:15:17.434
KDZV,123180,2018-10-16 06:51:16.988
KDZV,123182,2018-10-16 22:28:07.610
KDZV,123202,2018-10-27 04:26:51.772
KDZV,123204,2018-10-27 08:41:30.773
KDZV,123205,2018-10-27 23:35:10.965
KDZV,123208,2018-10-28 18:03:26.776
KDZV,123209,2018-10-29 11:37:02.815
KDZV,123231,2018-11-04 15:06:30.999
KDZV,123248,2018-11-10 16:24:13.443
KDZV,123258,2018-11-13 16:54:27.066
KDZV,123263,2018-11-16 18:59:27.172
KDZV,123264,2018-11-17 22:43:03.922
KDZV,123266,2018-11-18 18:05:05.433
KDZV,123269,2018-11-21 08:53:41.394
KDZV,123270,2018-11-21 20:30:20.050
KDZV,123272,2018-11-22 09:27:37.095
KDZV,123274,2018-11-22 14:14:02.226
KDZV,123279,2018-11-23 11:34:19.217
KDZV,123282,2018-11-23 19:06:19.153
KDZV,123294,2018-11-28 23:12:20.028
KDZV,123323,2018-12-25 00:16:48.848
KDZV,123333,2018-12-26 20:18:38.549
KDZV,123342,2019-01-01 21:08:36.638
KDZV,123349,2019-01-08 00:49:51.534
KDZV,123356,2019-01-16 03:34:30.724
KDZV,123369,2019-01-22 23:38:57.897
KDZV,123374,2019-01-24 04:02:55.070
KDZV,123377,2019-01-27 05:04:28.140
KDZV,123384,2019-01-31 06:26:03.930
KDZV,123385,2019-01-31 11:43:29.164
KDZV,123388,2019-02-02 12:04:01.475
KDZV,123400,2019-02-08 06:19:29.213
KDZV,123403,2019-02-10 03:02:04.667
KDZV,123448,2019-03-19 05:56:02.660
KDZV,123455,2019-03-25 20:34:49.039
KDZV,123465,2019-03-29 20:18:19.610
KDZV,123467,2019-04-01 01:27:01.925
KDZV,123482,2019-04-15 17:00:23.689
KDZV,123484,2019-04-17 00:26:16.331
KDZV,123492,2019-04-22 21:28:37.738
KDZV,123516,2019-05-05 02:08:17.391
KDZV,123517,2019-05-05 02:10:21.858
KDZV,123521,2019-05-06 18:37:33.673
KDZV,123522,2019-05-07 08:58:55.747
KDZV,123537,2019-05-16 14:42:52.076
KDZV,123541,2019-05-17 02:15:53.582
KDZV,123571,2019-05-28 10:04:59.132
KDZV,123593,2019-06-09 03:40:51.453
KDZV,123613,2019-06-15 10:07:00.221
KDZV,123624,2019-06-19 22:32:59.262
KDZV,123663,2019-07-01 19:35:01.206
KDZV,123686,2019-07-16 16:45:01.382
KDZV,123711,2019-07-30 22:57:02.594
KDZV,123713,2019-08-02 16:33:43.205
KDZV,123714,2019-08-03 00:26:07.037
KDZV,123721,2019-08-06 23:43:20.138
KDZV,123739,2019-08-22 22:12:14.797
KDZV,123752,2019-09-01 22:04:11.362
KDZV,123759,2019-09-06 17:57:18.735
KDZV,123782,2019-09-23 01:41:19.851
KDZV,123795,2019-10-02 06:17:06.427
KDZV,123798,2019-10-02 18:54:03.255
KDZV,123800,2019-10-04 03:31:27.521
KDZV,123806,2019-10-06 05:15:05.413
KDZV,123812,2019-10-08 18:16:17.369
KDZV,123816,2019-10-10 18:53:41.606
KDZV,123832,2019-10-15 19:16:04.786
KDZV,123838,2019-10-18 18:31:50.913
KDZV,123846,2019-10-23 21:18:11.346
KDZV,123861,2019-10-31 21:58:40.377
KDZV,123862,2019-11-01 00:55:19.083
KDZV,123863,2019-11-01 18:40:49.258
KDZV,123867,2019-11-02 14:07:18.394
KDZV,123887,2019-11-07 15:29:09.872
KDZV,123893,2019-11-10 20:15:42.154
KDZV,123902,2019-11-13 19:41:55.418
KDZV,123913,2019-11-17 21:26:41.504
KDZV,123915,2019-11-18 12:39:49.515
KDZV,123925,2019-11-23 15:44:59.565
KDZV,123926,2019-11-23 15:56:04.930
KDZV,123932,2019-11-25 03:57:31.260
KDZV,123958,2019-12-01 13:20:23.389
KDZV,123959,2019-12-01 18:56:10.249
KDZV,123961,2019-12-03 02:34:52.886
KDZV,123967,2019-12-05 15:47:54.990
KDZV,123973,2019-12-06 18:54:56.011
KDZV,124016,2019-12-28 22:04:50.634
KDZV,124032,2020-01-12 19:45:57.406
KDZV,124101,2020-02-09 22:33:19.829
KDZV,124121,2020-02-25 16:13:36.900
KDZV,124131,2020-02-28 04:19:31.803
KDZV,124156,2020-03-13 04:00:02.003
KDZV,124161,2020-03-15 12:14:38.547
KDZV,124183,2020-03-27 03:47:57.076
KDZV,124200,2020-04-01 09:00:01.157
KDZV,124201,2020-04-01 14:28:04.636
KDZV,124204,2020-04-02 00:53:19.304
KDZV,124205,2020-04-02 01:12:24.591
KDZV,124206,2020-04-02 01:12:28.886
KDZV,124209,2020-04-02 09:37:14.720
KDZV,124211,2020-04-02 15:58:00.745
KDZV,124212,2020-04-02 16:55:09.298
KDZV,124213,2020-04-02 16:56:52.661
KDZV,124214,2020-04-02 17:01:53.365
KDZV,124215,2020-04-02 17:21:23.849
KDZV,124221,2020-04-03 09:11:56.018
KDZV,124222,2020-04-03 09:12:29.946
KDZV,124223,2020-04-03 09:13:48.858
KDZV,124225,2020-04-03 10:16:23.091
KDZV,124227,2020-04-03 15:47:54.926
KDZV,124228,2020-04-04 00:30:18.702
KDZV,124229,2020-04-04 00:47:18.498
KDZV,124230,2020-04-04 00:54:53.970
KDZV,124236,2020-04-04 04:35:04.124
KDZV,124239,2020-04-04 05:56:35.315
KDZV,124240,2020-04-04 06:07:42.617
KDZV,124242,2020-04-04 10:35:44.111
KDZV,124244,2020-04-04 14:07:40.363
KDZV,124245,2020-04-04 14:10:29.869
KDZV,124260,2020-04-05 18:28:47.971
KDZV,124261,2020-04-05 18:32:04.012
KDZV,124270,2020-04-07 23:14:24.071
KDZV,124408,2020-05-16 03:56:56.105
KDZV,124409,2020-05-16 03:58:13.965
KDZV,124446,2020-06-01 20:18:09.707
KDZV,124460,2020-06-09 06:06:17.257
KDZV,124463,2020-06-10 07:32:32.626
KDZV,124464,2020-06-10 07:32:50.507
KDZV,124465,2020-06-10 07:33:27.518
KDZV,124480,2020-06-17 21:38:37.029
KDZV,124483,2020-06-18 13:38:59.514
KDZV,124484,2020-06-18 13:48:28.607
KDZV,124540,2020-08-11 08:40:34.101
KDZV,124562,2020-08-26 20:34:19.239
KDZV,124570,2020-08-30 02:57:28.822
KDZV,124579,2020-09-02 18:59:44.116
KDZV,124607,2020-09-18 20:46:17.882
KDZV,124615,2020-09-20 15:55:35.529
KDZV,124618,2020-09-22 06:15:21.926
KDZV,124635,2020-10-04 11:25:14.629
KDZV,124638,2020-10-07 05:45:31.192
KDZV,124645,2020-10-09 10:13:50.277
KDZV,124649,2020-10-10 22:21:16.703
KDZV,124650,2020-10-12 22:28:19.264
KDZV,124657,2020-10-15 18:55:15.256
KDZV,124709,2020-11-03 00:32:32.735
KDZV,124725,2020-11-08 23:35:56.729
